is_suspicious,CDESCR
0,TEMP GAUGE TENDS TO STICK IN THE MIDDLE AND WILL NOT GO DOWN AFTER I SHUT OFF MY CAR WHEN I DRIVE MORE THAN 30MILES. AFTER A FEW HOURS I CAN USUALLY GET IT BACK DOWN BUT ONE TIME IT WENT ALL THE WAY OVER TO MPH AREA AND THEN THAT NEEDLE GOT STUCK UNDER WHICH I HAD NO CLUE HOW FAST I WAS GOING BECAUSE THE OTHER NEEDLE. NEEDLES TO SAY I BARELY DRIVE ANYWHERE OUTSIDE OF TOWN BECAUSE OF THE ISSUE.   *TR
0,"AFTER FILLING UP THE GAS TANK, THE GAS GAUGE EITHER STAYS AT EMPTY AND THE FUEL LEVEL WARNING LIGHT COMES ON OR THE GAUGE STARTS JUMPING ERRATICALLY FROM EMPTY TO FULL TO ANYWHERE IN BETWEEN.  *TR"
0,UPPER BALL JOINT AND LEFT RIGHT TIE ROD END FAILURE.  *PH  *LA
0,"WHILE DRIVING AT NIGHT MY LIGHTS WILL STOP WORKING, THE HIGH BEAMS WILL WORK HOWEVER THE LOW BEAMS WILL JUST STOP WORKING. THIS HAS HAPPENED MULTIPLE TIMES. ALSO AFTER I TURN AND MY BLINKER TURNS OFF THE HIGH BEAM LIGHTS TURN ON. IS THERE NOT A RECALL OR SOME SORT OF FIX FOR THE LIGHTS?!!  *TR"
0,WELL WHEN I DID A SUDDEN EMERGENCY STOP BECAUSE A CAR IN FRONT OF ME SLAMMED THEIR BRAKES I NOTICED THAT MY BRAKES DIDN'T LOCK UP TO CAUSE THE ABS SYSTEM TO TRIGGER IN CASE I HAD TO DO SOME MANEUVERING. HONDA EVIDENTLY RECALLED BRAKE BOOSTERS IN SOME OF THEIR OTHER MODEL CARS BUT NOT THIS ONE.  THIS MAYBE THE PROBLEM NOT SURE.  BUT IT'S AWFULLY DANGEROUS.  I AM ON A ACURA MDX FORUM AND THERE ARE OTHERS WHO'VE COMPLAINED ABOUT IT.  *TR
0,"VEHICLE EXPERIENCES CONTINUED PROBLEMS WITH SUSPENSION, SEVERAL REPAIR ATTEMPTS HOWEVER CONTINUES TO EXPERIENCE PROBLEMS."
0,TL*THE CONTACT OWNS A 2009 HYOSUNG GB250 MOTORCYCLE (NA). THE CONTACT STATED THAT WHEN HE PUT ON ANY TYPE OF TINTED EYE-WEAR THE INSTRUMENT GAUGE BECAME UNREADABLE. THE MANUFACTURER WAS NOTIFIED ABOUT THE FAILURE BUT THEY WERE UNABLE TO OFFER ANY ASSISTANCE. THE VEHICLE WAS NOT REPAIRED.  THE FAILURE MILEAGE WAS 70.
,"IN AN OPEN ASPHALT  PARKING LOT WITH NO DIVIDERS OR POTHOLES OR ANY SURFACE MATERIAL OTHER THAN PAINTED LINE, WHILE DRIVING ABOUT ~ 15 MILES/HOUR I PROCEEDED TO MAKE A LEFT TURN.  I TURNED THE WHEELS HARD TO THE LEFT WHEN I FELT LIKE MY VEHICLE HIT SOMETHING AND THE AIR BAG DEPLOYED.    UPON COMING TO MY SENSES AND OUTSIDE INSPECTION OF THE VEHICLE, THE LEFT FRONT WHEEL ASSEMBLY CAME OFF THE STRUCTURAL MEMBERS WHICH HOLD IT TO THE AXLE/FRAME.  TWO OF THE MEMBERS HAD BROKEN.  THE WHEEL ITSELF WAS ""LAID OUT"" IN A ~ 30 DEGREE ANGLE WITH THE GROUND AND WAS SHOVED UP AGAINST THE FIREWALL.      THIS VEHICLE IS A DODGE MAGNUM AWD RT MODEL WITH HEMI ENGINE.  *NM"
,"WIFE ENTERED THE OUR 2007 TOYOTA RAV4, HAD HER FOOT ON THE BRAKE, WENT TO START THE CAR, AND THE CURTAIN AIR BAGS DEPLOYED, KNOCKING HER OUT AND INJURING  THE 15 YEAR OLD PASSENGERS ARM. *TR"
,"LANDROVER, DISCOVERY SE7 1996; THESE ARE NOT THE ORIGINAL TIRES.  THESE WILDERNESS HT2 TIRES WERE REPLACED BY COMPANY WITH THE EXCEPTION OF  TWO REAR TIRES.   RIGHT REAR TIRE TREAD SEPARATED WHILE TRAVELING 68 MPH.  VEHICLE BECAME NON RESPONSIVE, HITTING MEDIAN, AND THEN ROLLING OVER.  ALSO, NO AIR BAGS DEPLOYED.  PLEASE DESCRIBE DETAILS.*AK"
,"TL* THE CONTACT OWNS A 2003 JEEP LAREDO. THE CONTACT STATED THAT WHILE STARTING THE VEHICLE THE AIR BAG WARNING LIGHT REMAINED ILLUMINATED. THE VEHICLE WAS REPAIRED UNDER NHTSA CAMPAIGN ID NUMBER: 12V527000 (AIR BAGS) HOWEVER, THE FAILURE PERSISTED AFTER THE REPAIR WAS PERFORMED. THE VEHICLE HAD NOT BEEN REPAIRED FOR RECENT FAILURE. THE MANUFACTURER WAS NOT MADE AWARE OF THE FAILURE. THE FAILURE MILEAGE WAS 199,486."
,"THE ENGINE IS NOISY AND VIBRATES, BATTERY HAS BEEN REPLACED THREE TIMES, BRAKE LINES AND PUMP HAVE BEEN REPLACED, EMERGENCY BRAKE CABLE CORRODED, AND AIR BAG WARNING LIGHT IS ON."
0,2005 NISSAN MURANO AIR BAG SENSOR LIGHT CONTINUED TO BLINK.  CONSUMER WANTS TO KNOW IF THIS IS A SAFETY ISSUE.   *NJ  A DIAGNOSTICS DETERMINED THAT THE CONTACT SPIRAL IN THE STEERING COLUMN HAD AN OPEN CIRCUIT AND NEEDED TO BE REPLACED OR THE DRIVER'S SIDE AIRBAG WOULD NOT DEPLOY.  *JB  
0,"I MADE A LEFT HAND TURN AND WAS HIT ON THE FRONT PASSENGER SIDE. THE FORCE OF THE HIT SPUN MY CAR IN A FULL CIRCLE, DAMAGED THE ENTIRE FRONT OF THE FRAME, KNOCKED OFF THE FRONT BUMPER, CAUSED THE TRUNK TO OPEN, AND CAUSED SEVERE DAMAGE SPANNING THE WHOLE FRONT END OF THE CAR INCLUDING THE DRIVER'S SIDE DOOR WHICH I WAS UNABLE TO OPEN. DURING THIS ACCIDENT, THE AIRBAGS DID NOT DEPLOY. THE ESTIMATED COST FOR REPAIR FOR MY COROLLA WAS 13,000 DOLLARS. *TR"
1,AIR BAG DEPLOYED AND CONSUMER HAS 1ST AND 2ND DEGREE BURNS ON FACE AND HANDS. *AK
,"TL*THE CONTACT OWNS A 2004 FORD EXPEDITION. WHILE DRIVING APPROXIMATELY 50 MPH ON JUNE 23, 2010, A VEHICLE FAILED TO YIELD THE RIGHT OF WAY AND CRASHED INTO THE LEFT SIDE OF THE CONTACTS FRONT END OF THE VEHICLE. THE DRIVERS FRONTAL AIR BAG FAILED TO DEPLOY, AND THE SEAT BELT FAILED TO RESTRAIN THE DRIVER; HOWEVER, THE PASSENGER FRONTAL AIR BAG DEPLOYED. THE CONTACT SUSTAINED INJURIES TO THE CHEST AND BACK. A PASSENGER IN THE OTHER VEHICLE WAS ALSO INJURED. THE INSURANCE COMPANY CONFIRMED THAT THE VEHICLE WAS DESTROYED. THE VEHICLE WAS TOWED TO AN AUCTION LOT. THE MEMPHIS POLICE REPORT NUMBER WAS 10457802. THE MANUFACTURER ALSO FILED REPORT 0503361760. THE FAILURE AND  CURRENT MILEAGES WERE 220,000. "
0,COMMON DEFECT:  AIR BAG WARNING LIGHT IS ON.  SUSPECTED PASSENGER SEAT SENSOR FAILURE.  I'VE HAD 2 BMW'S FROM THIS SERIES - BOTH WITH THE SAME ISSUE - YET NO RECALL FROM BMW - WHY?  ISN'T THIS A SAFETY SYSTEM?  I SEE AIRBAG RECALLS ON CARS DATING BACK TO THIS ERA.  WHY NONE FOR BMW?  ALSO - ODOMETER RIBBON CABLE FAILURE CAUSING PIXELS TO FAIL.  NO RECALL - PROBLEM EXISTS ACROSS THE SERIES FROM 1996-2001 AND BEYOND.  NO FIX - NO RECALL -  NO REPAIRS OFFERED.  WHY?  *TR
,"THE ""AIR BAG"" LIGHT REMAINS ON  THE DRIVER'S SIDE DASHBOARD.   THE HYUNDAI DEALER SAYS THERE IS NOT A RECALL FOR THIS SPECIFIC CAR FOR THAT PROBLEM.    THE REPAIR STATION HAS TOLD ME TWICE THAT THERE IS A RECALL IN THEIR SYSTEM WHEN THEY PULL UP THE INFORMATION.    SINCE THE DEALER WILL NOT TAKE OWNERSHIP - IT IS COSTING US $463 TO GET FIXED SO THE CAR WILL PASS INSPECTION.  *TR"
0,"DRIVING VEHICLE ON WET GROUND VEHICLE SPUN AROUND FACING ONCOMING TRAFFIC, SEMI STRUCK L/FRONT SIDE SPUN 3/4 &  WAS HIT BY 2ND SEMI R/R WHEEL, R/FRONT SIDE HIT, DRIVER'S/PASSENGER'S AIR BAGS DID NOT DEPLOY.   *AK"
1,"WHILE DRIVING THE VEHICLE, THE DRIVER'S AND PASSENGER'S AIRBAGS MALFUNCTION, CAUSING THE AIRBAGS TO DEPLOY UNEXPECTEDLY AND RESULTING IN A CRASH.  NO PREVIOUS PROBLEM WITH THE AIRBAG SYSTEM.  PLEASE PROVIDE FURTHER INFORMATION.  *AK"
0,"AS I BEGAN TO FEEL FAINT WHILE DRIVING A MOUNTAIN HIGHWAY, I STARTED TO PULL OFF THE ROAD.  I REMEMBER PUTTING MY FOOT ON THE BRAKE AND THE NEXT THING I KNEW I HAD HIT A TREE.  I WAS ABLE TO GET OUT OF THE DRIVER'S SEAT AND OUT OF THE VEHICLE.  THE AIRBAG DID NOT FULLY INFLATE ON THE DRIVER SIDE POSITION.  THERE WERE NO PASSENGERS IN THE VEHICLE.  MY ARM HAD LACERATIONS AND CUTS AND THE WIND SHIELD WAS CRACKED IN SEVERAL PLACES.  NEITHER THE AIRBAG NOR THE SEATBELT KEPT ME FROM HITTING THE WINDSHIELD. *AK"
0,AIRBAG LIGHT STAYED ON/ HORN AND CRUISE CONTROL STOPPED WORKING. *AK
0,"FRONT LEFT TIRE BLEW CAUSING TO LOOSE CONTROL OF THE CAR IT WENT OFF ROAD AND SLAMMED INTO A DITCH. FRONT BUMPER AND QUARTER PANEL DAMAGE, FRONT AXLE BROKE, RIMS DENTED, SUSPENSION NEEDS TO BE REPLACED TO NAME A FEW. ALMOST 5000.00 IN DAMAGE. PERSON JERKED FORWARD ENOUGH TO HAVE CUTS IN THE CHEST/SHOULDER BY THE SEAT BELT YET THE AIRBAG DID NOT DEPLOY.   *TR"
,"THE CLOCK SPRING ON MY DODGE CARAVAN FAILED RENDERING THE AIR BAG, SPEED CONTROL AND HORN USELESS.  IT REQUIRED $200 REPAIR TO REPLACE THE SPRING.  *TR"
0,"DEFECTIVE AIRBAG SENSOR IS CAUSING THE AIRBAG LIGHT TO BLINK ON AND OFF, CAUSING A POTENTIAL SAFETY HAZARD.DEALER HAS TIGHTENED A LOOSE SCREW  THAT HOLDS SENSOR 6 TIMES,  BUT DEFECT STILL OCCURS. DEALER CANNOT DETERMINE DEFECT.  *AK"
0,I OWN A 2000 FORD EXPEDITION AND IN 2003 AND NOW I HAVE HAD THE AIRBAG LIGHT ON BECAUSE THE AIRBAG HARNESS IS DEFECTIVE ON THE PASSENGERS SIDE.  THE COST IS $390.00 TO REPAIR AND $70.00 TO DO A DIAGNOSTIC TEST EACH TIME.*AK
,"WHILE DODGING  FROM HITTING A DEER VEHICLE WAS TURN INTO A FIELD AND COLLIDED INTO SEVERAL TREES ON THE PASSENGER'S SIDE OF THE VEHICLE, AND THEN A FRONTAL COLLISION WITH A BIG TREE.  SPEED WAS UNDETERMINED. UPON IMPACT,  DRIVER'S AIR BAG FAILED TO DEPLOY. DEALER/MANUFACTURER WERE NOT NOTIFIED AT THIS TIME.   *AK"
,"FALSE DEPLOYMENT OF DRIVERS AIR BAG WHEN DRIVER HIT A POTHOLE, RESULTING IN INJURY. *DH"
0,DT: SEAT BELT RETRACTOR  FAILED ON THE CONSUMERS 2003 FORD EXPLORER .  THE CONSUMER TOOK THE  VEHICLE TO THE DEALER AND THEY SAID THIS HAPPENED ALL THE TIME. THE CONSUMER WAS INVOLVED IN A CAR ACCIDENT AND THE AIR BAGS DID NOT DEPLOY AT  40 MPH .  *AK  THE CONSUMER HAD TO MANUALLY PLACE THE SEAT BELT BACK INTO ITS POSITION IT DID NOT RETRACT. THE DEALER INFORMED THE CONSUMER THE SPRINGS WERE WEAK AND THEY WOULD FAIL AGAIN IF REPLACED. *JB
,"TL*THE CONTACT OWNS A 2004 DODGE DURANGO.  THE AIR BAG LIGHT REMAINS ILLUMINATED ON THE INSTRUMENT PANEL.  SINCE THE VEHICLE WAS PURCHASED, IT HAS BEEN TO THE DEALER AT LEAST TEN TIMES CONCERNING THIS FAILURE.  NHTSA CAMPAIGN ID NUMBER 07V092000 (ELECTRICAL SYSTEM: INSTRUMENT PANEL) WAS REFERENCED.  THE CURRENT MILEAGE WAS 52,600 AND FAILURE MILEAGE WAS 1.  "
,"TL* THE CONTACT OWNS A 2012 HYUNDAI SONATA. THE CONTACT STATED THAT WHILE DRIVING 40 MPH, A LOUD, ABNORMAL BANG WAS HEARD FROM THE FRONT PASSENGER SIDE OF THE VEHICLE. THE VEHICLE THEN LOST BRAKING AND STEERING ABILITIES AS THE CONTACT CRASHED INTO THE REAR OF ANOTHER VEHICLE. THE AIR BAGS FAILED TO DEPLOY AND THE CONTACT WAS INJURED. THE VEHICLE WAS DESTROYED. THE CONTACT STATED THAT THE LOUD BANG WAS A RESULT OF EITHER A TIRE BLOWING OR A DEFECTIVE STRUT THAT CAUSED THE TIRE BLOW. THE CONTACT CALLED THE MANUFACTURER REGARDING THE CRASH. THE MANUFACTURER ADVISED THAT THEY WOULD INVESTIGATE THE CRASH. THE FAILURE MILEAGE WAS 20,000.  "
,"WE HAVE HAD REPEATED PROBLEMS WITH THIS VEHICLE FROM APPROXIMATELY 4000 AND GOING FORWARD.  THE FIRST INDICATION OF PROBLEMS WITH ELECTRICAL WAS WHEN THE EMERGENCY FLASHERS WERE USED THE FIRST TIME AND IT BLEW THE ELECTRICAL SYSTEM AT APPROXIMATELY 4000 MILES WE HAD OWNED THE BLAZER LESS THAN 6 MONTHS AT THIS TIME.  WE HAVE HAD SERVICE ENGINE  CHECK  LIGHT INDICATOR PROBLEMS REPEATEDLY AND WAS TOLD EVERY TIME BUT 1 THAT IT WAS ""NOTHING""  AND LATER WE HAVE PROBLEMS THAT ARE CONVENIENTLY NOT COVERED UNDER THE WARRANTY ANY MORE.   THE SOFT PLUGS BLEW IN THE ENGINE IN 9-1999 AND WE WERE TOLD BY THE GARAGE THAT REPAIRED THIS THAT HE HAD SEEN THIS BEFORE ... THE ANTIFREEZE USED DETERIORATES THE PLUGS AND THEY EVENTUALLY LEAK AND THE ENGINE OVERHEATS.  THE GM DEALER THAT WE TOOK THE BLAZER TO ON THIS OCCASIONS FOR  A SECOND OPINION 11-2000  --THIS DEALER HAD ANOTHER 1995 BLAZER IN THE SHOP AT THE SAME TIME WITH THE EXACT SAME PROBLEM.  I THOUGHT THIS WAS ODD FOR A TOWN OF 25,000 PEOPLE  AND OF COURSE THE 800 LINE TO GM CUSTOMER SERVICES ADVISED ME THAT IT WAN'T ANYTHING THAT COULD BE COVERED.  WE ALSO HAD THE LEATHER SEAT REPLACED ON DRIVER SIDE 2 TIMES BUT CONTINUE TO HAVE PROBLEMS WITH LEATHER SPLITTING AND OF COURSE THIS IS NOT COVERED..   ALL WE ARE ABLE TO GET FROM GM IS THE ANSWER ""NO"" WHENEVER WE FEEL THAT SOMETHING SHOULD BE COVERED...  WE HAVE PUT OVER 2000 .00 IN REPAIRS IN THE ENGINE AND WIPERS AND FUEL INJECTION SYSTEM IN THE PAST  FROM 9-1999 THRU 11 28 2000.... AND THE PROBLEMS CONTINUES.. THE SERVICE ENGINE SOON LIFHT COMES ON AND THE AIR BAG LIGHT GOES OFF AND ON AND STAY S ON FOR LONG PERIODS OF TIME... AND OF COURSE WHEN I CALLED LAST WEEK ON THE AIR BAG... LITE  IT WAS. *AK"
0,"(1) EVENT LEADING TO THE FAILURE  I WAS IN A VEHICLE ACCIDENT AND MY DRIVER SIDE CURTAIN AIRBAGS DID NOT DEPLOY DISPITE THE DIRECT CONTACT ON THE DRIVER SIDE DOOR, WHICH BOLTED THE DOOR PERMANTLY SHUT. *JB"
,"I NOTICED THAT MY AIR BAGS WERE FLIPPING ON AND OFF, AND THAT WHEN I HIT THE SEAT WARMER THE AIR BAGS FLIP BACK TO ON. I TOOK MY CAR TO HAVE IT LOOKED AT AND THEY TOLD ME THAT THE HEATER IN THE SEAT WAS CAUSING THIS PROBLEM. THIS IS NOT SAFE AT ALL.  "
0,"SIDE AND HEAD AIRBAGS DEPLOYED FROM HITTING A POTHOLE AT LOW SPEED.  THERE WAS NO DAMAGE TO VEHICLE.  THE CAR IS A 2000 323I BMW PURCHASED IN AUGUST, 1999.  MODELS MANUFACTURED FROM APRIL TO AUGUST 1999 WERE RECALLED FOR THIS EXACT PROBLEM, BUT THIS 2000 MODEL WAS NOT ALTHOUGH IT WAS MANUFACTURED IN THE SAME TIME PERIOD.  A COMPLAINT HAS BEEN FILED WITH BMW CUSTOMER RELATIONS.  THE COST OF THE REPAIR WAS $2,775.98.*AK"
0,"JUST PRIOR TO ACCIDENT, NOTICED ABS AND HYDRAULIC LIGHTS APPEARED, DURING PANIC STOP, AT APPROX. 55-60MPH, WHEN ATTEMPTING TO STOP, EXPERIENCED BRAKE LOCK UP, VEHICLE WENT INTO SKID, HITTING ANOTHER  VEHICLE, DUAL AIRBAGS DEPLOYED.    *AK"
0,"THERE WAS A RECALL ON THIS VEHICLE. I TOOK IT TO A LOCAL DEALER TO BE FIXED. HAD CLASSIC ""NO AIRBAG, NO HORN, NO CRUISE"" SYMPTOMS. DEALER REPLACED AIRBAG CLOCKSPRING, BUT DID NOT FIX THE PROBLEM OF ""NO AIRBAG"". THE DEALER'S STANCE IS ""WE DON'T TROUBLESHOOT, WE ONLY REPLACED THE PART."" THEY LET THE VEHICLE LEAVE THEIR SERVICE DEPARTMENT IN AN UNSAFE CONDITION WITHOUT NOTIFYING THE CUSTOMER OF AN ISSUE, WHICH WAS ONLY DISCOVERED AFTER THE VEHICLE WAS PICKED UP. DEALER REFUSES TO REPLACE CLOCKSPRING, AND INSISTS ON A DIAGNOSTIC FEE TO TROUBLESHOOT AN ISSUE THAT I HAVE ALREADY DIAGNOSED MYSELF.  I ENDED UP HAVING TO OBTAIN A REPLACEMENT CLOCKSPRING ON MY OWN, AND FIT IT TO THE VEHICLE. THE AIRBAG, HORN, AND CRUISE CONTROL NOW WORK ON THE VEHICLE. CHRYSLER REFUSES TO DO ANYTHING ABOUT IT.  *TR"
,"DT*: THE CONTACT STATED WHILE DRIVING VARIOUS SPEEDS, AND DEPRESSING THE HORN, IT FELT SPONGY AND THERE WAS NO SOUND.  THE VEHICLE WAS NOT DIAGNOSED BY THE DEALER HOWEVER, THE MANUFACTURER WAS CONTACTED.  THERE WAS A NHTSA RECALL, # 01V153000, REGARDING THE AIR BAGS.  THE VEHICLE WAS NOT INCLUDED IN THE RECALL DUE TO THE VIN.   "
0,"2007 HYUNDAI SONATA.  CONSUMER WRITES IN REGARDS TO VEHICLE AIRBAG ISSUES.  *SMD  THE CONSUMER STATED THE AIR BAG LIGHT ILLUMINATED. THE CONSUMER HAD AN ISSUE WITH THE AIR BAG LIGHT ILLUMINATING IN OCTOBER 2012, WHERE THE DEALER REPLACED THE SEAT BELT BUCKLE ASSEMBLY. *JB"
1,"VEHICLE WAS INVOLVED IN A FRONTAL COLLISION , UPON IMPACT, THE PASSENGER'S AIRBAG DEPLOYED, RIPPING THE DASHBOARD APART AND BROKE THE SUNROOF.  THE DEALER AND MANUFACTURER HAVE BEEN NOTIFIED.  *AK"
0,WITH SOOOO MANY COMPLAINTS ABOUT THE HORN ISSUE LOCATED IN THE SAME SPOT AS THE AIRBAG NO ONE HAS PUT THE PIECES TOGETHER ABOUT HOWS THIS MAY BE CAUSED BY THE AIRBAG ISSUE. THE HORN ONLY HAS MAJOR ISSUES WHEN THE HUMIDITY IS HIGH. THIS IS THE SAME REASON THE AIRBAGS ARE HAVING ISSUES AND DEPLOYING WITH SHRAPNEL. CAN SOMEONE FIGHT FOR THE CONSUMER HERE THERE IS OVER 70 COMPLAINTS ABOUT THE HORN WHICH THE COMPONENT IS SHARED WITH THE AIRBAG. THIS IS OCCURRING DURING HIGH HUMIDITY MAYBE AS A WARNING SOMETHING IS WRONG WITH THE COMPONENT HARNESSING THE HORN AND AIRBAG????? OR THE AIRBAG PRESSURE IS TRIGGERING THE HORN BEFORE THE PRESSURE BUILDS TO DEPLOY FOR NO REASON OTHER THAN HUMID WEATHER.  *TR
0,THE SEBRING HIT THE CAR IN FRONT OF IT. LEFT FRONT OF SEBRING HITTING THE RIGHT REAR BUMPER OF CAR IN FRONT OF IT. IMMEDIATELY STOPPING THE SEBRING AND THEN HAVING IT ROLL BACKWARDS INTO A DITCH. TOTALLY THE SEBRING. NO AIR BAGS DEPLOYED. INJURIES SUSTAINED BECAUSE OF AIRBAGS NOT DEPLOYING. WEATHER OUTSIDE WAS BELOW ZERO.  *TR
,"2009 FORD FOCUS. CONSUMER STATES PROBLEM WITH TICKING NOISE *TGW  THE CONSUMER STATED THERE WERE ENGINE/EXHAUST NOISE EMITTING FROM THE VEHICLE AFTER IT WAS TURNED OFF. ACCORDING TO THE DEALER, SOME FORD VEHICLE MAY EXHIBIT A TICKING/PINGING NOISE FROM THE HOT EXHAUST AFTER THE ENGINE IS TURNED OFF AND THE EXHAUST COOLS DOWN, WHICH IS DUE TO THE EXHAUST SYSTEM EXPANDING AND CONTRACTING DURING HEATING AND COOLING CYCLES. THE TICKING/PINGING SHOULD BE CONSIDERED NORMAL. THE BRAKE FLUID LIGHT ILLUMINATED AND IT WAS DETERMINED THE FLUID WAS LOW.  THE TIRES WERE FOUND TO BE OUT OF ROUND, THE AIR BAG LIGHT ILLUMINATED. THE TPMS LIGHT ILLUMINATED DUE TO LOW PRESSURE IN ONE OF THE TIRES.  IT WAS DETERMINED THAT ONE OF THE TIRES HAD A LEAK. *JB"
,NO DEPLOYMENT OF AIR BAG DURING VEHICLE COLLISION RESULTING IN BROKEN STERNUM TO CONSUMER. MJS
,"WAS DRIVING ON EXPRESSWAY AND VEHICLE SUDDENLY ACCELERATED WITHOUT WARNING. PULLED HARD TO LEFT IN FRONT OF SEMI-TRAILER  WHICH BROADSIDED VEHICLE. CRUISE CONTROL WAS NOT IN USE.  BRAKES FAILED TO STOP VEHICLE, AND AIR BAGS FAILED TO DEPLOY. VEHICLE WAS TOTALED. NO INJURIES.  *AK *ML"
0,"MY DAUGHTER WAS DRIVING 1999 TOYOTA CAMRY SOLARA.  WHEN CROSSING HIGHWAY AT INTERSECTION, THE CAR HESITATED ON ACCELERATION AND SHE WAS STRUCK ON THE PASSENGER SIDE REAR.  SHE STATES SHE HAD PLENTY OF TIME TO CROSS BUT ""THE CAR JUST WOULDN'T GO"".  ALSO, DESPITE IMPACTS FROM SEVERAL ANGLES, NO AIRBAGS DEPLOYED. *TR"
0,DURING FRONT IMPACT ACCIDENT . DRIVERS SIDE AIR BAG DID NOT DEPLOY.*AK
0,"WHILE DRIVING ON SIDE STREET WAS STRUCK BY ANOTHER VEHICLE, TRAVELING 20MPH IN THE FRONT, AND NEITHER AIRBAG DEPLOYED.  *AK"
,"WHEN DRIVING IN WET WEATHER CONDITIONS AT 40 MPH, CONSUMER WAS ATTEMPTING TO AVOID A FLOODED AREA, WHEN THE CONSUMER SUDDENLY LOST CONTROL OF VEHICLE, UPON IMPACT OF HITTING AN END POST, THE DRIVER AND PASSENGER SIDE AIR BAGS FAILED TO DEPLOY, DRIVER SUSTAINED HEAD AND CHEST INJURIES.*AK CONSUMER STATED WHEN TRYING TO GET OVER TO AVOID THE FLOOD, THE VEHICLE RAPIDLY ACCELERATED ON ITS OWN, CONSUMER BELIEVES THE CAUSE OF FAILURE MAY HAVE BEEN THE 2 TIRES ON THE PASSENGER SIDE MAY HAVE COME OFF THE RIMS, CAUSING LOSS OF CONTROL OF VEHICLE.  *JG  TIRE INFORMATION (B.F. GOODRICH P265/70R16)"
,"TL* THE CONTACT OWNS A 2006 TOYOTA RAV4. WHILE DRIVING APPROXIMATELY 55 MPH, THE FRONT PASSENGER SIDE AIR BAG DEPLOYED. THE DEALER WAS UNABLE TO DETERMINE WHAT CAUSED IT TO DEPLOY; HOWEVER, HE CONFIRMED THAT IT COULD BE REPAIRED. THE VEHICLE WAS NOT REPAIRED WHEN THE COMPLAINT WAS FILED. THE VIN WAS NOT AVAILABLE. THE FAILURE AND CURRENT MILEAGES WERE UNKNOWN."
0,"WHILE DRIVING 10 MPH, VEHICLE WAS STRUCK BY A VAN TRAVELING 50 MPH, FRONT CRASH. SEATBELT DID NOT RESTRAIN CONSUMER, HE WAS THROWN FORWARD. VEHICLE WAS TOTALLED, NO INJURIES.*AK  IN THIS ACCIDENT, NEITHER AIRBAG DEPLOYED, SEE ODI NUMBER 8004341. *SLC"
0,"TL*-  THE CONTACT  STATEDON THE 2003 NISSAN XTERRA THE AIR BAG DID NOT DEPLOY ON THE DRIVER'S  SIDE. THE CAR WAS BEING DRIVEN AT 40 MPH IN FOG, AT NIGHT, WHEN ITBSTRUCK A DEAR. THE AIR BAG ON THE DRIVER SIDE DID NOT DEPLOY, BUT THE PASSENGER SIDE AIR BAG   DEPLOYED, BUT  THERE WAS NO ONE ON THE PASSENGER'S  SIDE. THE POLICE FILED A REPORT. *AK"
,"WHILE DRIVING AT 50 MPH ANOTHER VEHICLE PULLED IN FRONT OF THE CONSUMER, INTO  THE SAME LANE.  CONSUMER APPLIED THE BRAKES, THEY FAILED AND VEHICLE REAR ENDED  THE OTHER VEHICLE.  UPON IMPACT,   DRIVER'S AND PASSENGER'S  AIR BAGS DIDN'T DEPLOY.  *AK"
,"DT: THE CONTACT STATES THERE IS NHTSA RECALL CAMPAIGN  05V388000 CONCERNING THE VEHICLE SPEED CONTROL:CRUISE CONTROL.  THE PARTS NEEDED  FOR RECALL REPAIRS WERE NOT AVAILABLE AT THE LOCAL DEALERSHIP. HE SPOKE TO THE MANUFACTURER, WHO CONFIRMED THE PARTS WERE NOT AVAILABLE AT THIS TIME. *AK  UPDATED 12/27/2005.  THE TIRES HAD EXCESSIVE WEAR AT 20000 MILES.  THE SEAT BELT ROLLER HAS BEEN REPLACED THREE TIMES.  THE AIR BAG CONTROL WAS REPLACED.  BOTH DOORS HAD STRESS FRACTURES.  THE REAR BRAKE LINES WERE NOT SECURED PROPERLY WHICH RESULTED IN WEAR .  THE WHEEL HUBS CAME OFF WHILE DRIVING AT HIGHWAY SPEED.  THE DRIVER SIDE EXTERIOR REARVIEW MIRROR WAS DEFECTIVE.  *NM"
0,"WHILE DRIVING 5 MPH, VEHICLE WENT INTO OPEN THROTTLE POSITION, LOST CONTROL IMPACT 12:00 POSITION, DRIVER SIDE AIR BAG DID NOT DEPLOY.  TT"
,"TL* THE CONTACT OWNS A 2012 CHRYSLER 200. THE CONTACT STATED THAT SHE RECEIVED NOTIFICATION OF NHTSA CAMPAIGN NUMBER: 13V282000 (AIR BAGS , ELECTRICAL SYSTEM) AND STATED THAT THE PARTS WERE NOT AVAILABLE. THE CONTACT ALSO MENTIONED THAT THE AIR BAG WARNING LIGHT ILLUMINATED TWO WEEKS SPORADICALLY. THE VEHICLE WAS NEITHER DIAGNOSED NOR REPAIRED. THE FAILURE MILEAGE WAS NOT AVAILABLE.  "
,"PASSENGER SAT IN THE FRONT PASSENGER SEAT. WARNING LIGHT APPEARED ON DASHBOARD INDICATING THE AIRBAG HAS BEEN TURNED OFF. THIS ISSUE IS SIMILAR TO NHTSA CAMPAIGN ID NUMBER: 08V384000. HOWEVER, ALTHOUGH SAME MODEL AND YEAR, MY VEHICLE IS NOT COVERED UNDER THIS CAMPAIGN.  *TR"
